Дата;Открытие;Макс;Мин;Закрытие
07.11.2018;115690;115710;115660;115690
07.11.2018;115680;115730;115640;115720
07.11.2018;115710;115710;115670;115670
07.11.2018;115670;115710;115660;115670
07.11.2018;115680;115740;115670;115710
07.11.2018;115720;115740;115710;115710
07.11.2018;115710;115770;115710;115750
07.11.2018;115760;115770;115710;115730
07.11.2018;115740;115780;115730;115760
07.11.2018;115750;115800;115750;115800
07.11.2018;115800;115820;115760;115760
07.11.2018;115780;115840;115760;115830
07.11.2018;115830;115930;115820;115860
07.11.2018;115870;115950;115860;115920
07.11.2018;115920;115940;115900;115930
07.11.2018;115930;115960;115890;115910
07.11.2018;115910;116010;115910;115970
07.11.2018;115980;116050;115970;116050
07.11.2018;116030;116050;115930;115960
07.11.2018;115970;116040;115960;116030
07.11.2018;116040;116170;116020;116130
07.11.2018;116150;116230;116130;116180
07.11.2018;116170;116180;116070;116070
07.11.2018;116080;116160;116080;116130
07.11.2018;116130;116170;116120;116140
07.11.2018;116160;116170;116110;116130
07.11.2018;116130;116140;116070;116100
07.11.2018;116090;116170;116080;116150
07.11.2018;116150;116180;116120;116150
07.11.2018;116140;116140;116070;116100
07.11.2018;116100;116150;116090;116110
07.11.2018;116130;116200;116120;116180
07.11.2018;116180;116190;116100;116100
07.11.2018;116120;116120;116050;116050
07.11.2018;116050;116080;115980;115990
07.11.2018;115990;116050;115980;116030
07.11.2018;116020;116040;115970;116000
07.11.2018;116000;116020;115980;115990
07.11.2018;115990;116000;115880;115930
07.11.2018;115920;115970;115880;115890
07.11.2018;115890;115890;115820;115850
07.11.2018;115860;115890;115840;115880
07.11.2018;115880;115930;115870;115920
07.11.2018;115920;115950;115910;115930
07.11.2018;115930;115940;115880;115930
07.11.2018;115940;115950;115850;115870
07.11.2018;115860;115970;115850;115970
07.11.2018;115970;116040;115970;116000
07.11.2018;116000;116050;115980;116030
07.11.2018;116040;116040;115900;115910
07.11.2018;115900;115940;115780;115800
07.11.2018;115780;115840;115730;115810
07.11.2018;115820;115860;115790;115850
07.11.2018;115850;115920;115840;115900
07.11.2018;115910;115980;115910;115940
07.11.2018;115930;116000;115900;116000
07.11.2018;116010;116050;115920;115930
07.11.2018;115920;115990;115920;115930
07.11.2018;115930;115980;115920;115970
07.11.2018;115970;116000;115960;115990
07.11.2018;115990;116000;115960;115970
07.11.2018;115960;115960;115890;115920
07.11.2018;115930;116000;115920;115970
07.11.2018;115980;116010;115870;115880
07.11.2018;115880;115890;115810;115850
07.11.2018;115850;115860;115770;115800
07.11.2018;115810;115840;115770;115810
07.11.2018;115820;115830;115760;115830
07.11.2018;115830;115870;115810;115830
07.11.2018;115810;115830;115780;115830
07.11.2018;115830;115880;115820;115880
07.11.2018;115880;115880;115830;115850
07.11.2018;115850;115870;115830;115840
07.11.2018;115840;115850;115830;115830
07.11.2018;115830;115860;115810;115860
07.11.2018;115860;115930;115840;115900
07.11.2018;115900;115980;115840;115880
07.11.2018;115880;115880;115780;115800
07.11.2018;115790;115820;115740;115800
07.11.2018;115790;115880;115790;115860
07.11.2018;115860;115940;115860;115910
07.11.2018;115910;116090;115900;116060
07.11.2018;116080;116120;116030;116080
07.11.2018;116080;116140;116060;116120
07.11.2018;116130;116170;116090;116130
07.11.2018;116110;116120;116060;116070
07.11.2018;116060;116080;115990;116070
07.11.2018;116050;116080;116010;116010
07.11.2018;116030;116040;115980;116010
07.11.2018;116010;116070;115970;116060
07.11.2018;116080;116100;116030;116040
07.11.2018;115980;115980;115770;115910
07.11.2018;115910;115970;115890;115960
07.11.2018;115950;115950;115850;115920
07.11.2018;115910;115910;115870;115900
07.11.2018;115890;115930;115880;115920
07.11.2018;115920;115960;115900;115940
07.11.2018;115930;115930;115850;115870
07.11.2018;115870;115960;115860;115950
07.11.2018;115950;116000;115940;115970
07.11.2018;115970;115970;115930;115950
07.11.2018;115950;115990;115920;115930
07.11.2018;115920;115960;115920;115950
07.11.2018;115950;116020;115950;115980
07.11.2018;115980;116000;115960;115960
07.11.2018;115960;116030;115950;116020
07.11.2018;116020;116110;115970;116040
07.11.2018;116030;116080;116010;116060
07.11.2018;116060;116110;116030;116040
07.11.2018;116050;116080;116010;116010
07.11.2018;116010;116040;115990;116030
07.11.2018;116020;116040;115910;115910
07.11.2018;115930;115960;115910;115930
07.11.2018;115930;115950;115910;115930
07.11.2018;115940;115960;115900;115920
07.11.2018;115910;115940;115900;115930
07.11.2018;115930;115980;115910;115960
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115930;115900;115920
07.11.2018;115920;115970;115920;115970
07.11.2018;115960;115970;115950;115950
07.11.2018;115960;116000;115950;115970
07.11.2018;115990;116030;115990;116000
07.11.2018;116000;116020;115960;115960
07.11.2018;115960;116010;115920;115920
07.11.2018;115930;115970;115920;115950
07.11.2018;115950;115960;115910;115940
07.11.2018;115950;116020;115950;116000
07.11.2018;116000;116030;115970;116000
07.11.2018;116010;116050;116010;116030
07.11.2018;116040;116110;116030;116080
07.11.2018;116080;116110;116040;116050
07.11.2018;116060;116100;116040;116070
07.11.2018;116080;116080;116050;116060
07.11.2018;116060;116070;116030;116060
07.11.2018;116060;116080;115990;116030
07.11.2018;116030;116030;115990;115990
07.11.2018;115990;116100;115990;116080
07.11.2018;116080;116090;116030;116080
07.11.2018;116070;116070;116020;116030
07.11.2018;116030;116070;116010;116060
07.11.2018;116060;116060;116010;116020
07.11.2018;116020;116060;116020;116050
07.11.2018;116050;116060;116020;116020
07.11.2018;116040;116050;116040;116040
07.11.2018;116050;116110;116040;116100
07.11.2018;116100;116130;116080;116120
07.11.2018;116110;116140;116110;116120
07.11.2018;116120;116140;116090;116090
07.11.2018;116090;116120;116070;116120
07.11.2018;116120;116150;116090;116100
07.11.2018;116100;116110;116050;116080
07.11.2018;116050;116090;116050;116060
07.11.2018;116060;116060;116020;116020
07.11.2018;116030;116040;115990;116040
07.11.2018;116050;116070;116040;116060
07.11.2018;116060;116060;116030;116050
07.11.2018;116050;116090;116050;116070
07.11.2018;116080;116100;116070;116070
07.11.2018;116060;116060;116010;116030
07.11.2018;116040;116080;116040;116040
07.11.2018;116030;116040;115990;116010
07.11.2018;116010;116010;115930;115930
07.11.2018;115930;115950;115900;115930
07.11.2018;115920;115970;115920;115970
07.11.2018;115960;115980;115940;115970
07.11.2018;115940;115950;115920;115930
07.11.2018;115930;115950;115920;115950
07.11.2018;115960;115970;115940;115950
07.11.2018;115950;115950;115910;115910
07.11.2018;115920;115940;115910;115920
07.11.2018;115920;115930;115910;115930
07.11.2018;115920;115940;115920;115940
07.11.2018;115940;115940;115920;115940
07.11.2018;115930;115950;115910;115950
07.11.2018;115950;115950;115930;115940
07.11.2018;115940;115940;115930;115940
07.11.2018;115940;115970;115930;115940
07.11.2018;115950;115960;115920;115940
07.11.2018;115960;115980;115950;115970
07.11.2018;115970;115990;115960;115970
07.11.2018;115970;116010;115960;116010
07.11.2018;116020;116030;115990;115990
07.11.2018;115990;116010;115990;116010
07.11.2018;116010;116030;116000;116030
07.11.2018;116040;116050;116020;116030
07.11.2018;116040;116050;116030;116040
07.11.2018;116030;116040;116000;116000
07.11.2018;116000;116000;115980;115980
07.11.2018;115980;115980;115960;115980
07.11.2018;115980;116020;115980;115990
07.11.2018;115990;116040;115990;116030
07.11.2018;116040;116050;116010;116040
07.11.2018;116030;116050;116020;116030
07.11.2018;116040;116040;116000;116010
07.11.2018;116000;116000;115980;115980
07.11.2018;115990;116020;115990;116010
07.11.2018;116010;116010;115990;116000
07.11.2018;115990;116000;115990;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116040;116020;116030
07.11.2018;116030;116060;116020;116050
07.11.2018;116050;116090;116040;116040
07.11.2018;116040;116070;116040;116050
07.11.2018;116060;116060;116040;116050
07.11.2018;116040;116050;116040;116050
07.11.2018;116040;116090;116040;116070
07.11.2018;116080;116090;116060;116070
07.11.2018;116070;116070;116050;116050
07.11.2018;116060;116080;116060;116070
07.11.2018;116060;116060;116040;116040
07.11.2018;116050;116070;116030;116070
07.11.2018;116070;116090;116060;116060
07.11.2018;116060;116090;116050;116060
07.11.2018;116070;116080;116030;116040
07.11.2018;116050;116050;116020;116050
07.11.2018;116050;116050;116030;116030
07.11.2018;116040;116040;116020;116020
07.11.2018;116030;116040;115990;115990
07.11.2018;115990;116020;115990;116010
07.11.2018;116020;116020;116000;116000
07.11.2018;116000;116000;115980;115990
07.11.2018;116000;116030;115990;116020
07.11.2018;116020;116030;116000;116010
07.11.2018;116010;116040;116010;116020
07.11.2018;116030;116060;116030;116060
07.11.2018;116040;116060;116040;116050
07.11.2018;116060;116090;116060;116080
07.11.2018;116070;116090;116060;116070
07.11.2018;116080;116080;116030;116040
07.11.2018;116070;116100;116070;116100
07.11.2018;116100;116120;116090;116100
07.11.2018;116090;116100;116050;116080
07.11.2018;116080;116120;116080;116100
07.11.2018;116100;116120;116100;116120
07.11.2018;116110;116120;116090;116110
07.11.2018;116120;116140;116110;116120
07.11.2018;116110;116120;116080;116080
07.11.2018;116080;116120;116070;116120
07.11.2018;116120;116170;116110;116130
07.11.2018;116130;116150;116130;116140
07.11.2018;116140;116160;116120;116140
07.11.2018;116140;116140;116110;116130
07.11.2018;116140;116150;116080;116080
07.11.2018;116090;116110;116060;116070
07.11.2018;116070;116080;116060;116060
07.11.2018;116070;116090;116060;116060
07.11.2018;116050;116080;116050;116060
07.11.2018;116060;116070;116050;116060
07.11.2018;116060;116080;116050;116070
07.11.2018;116070;116090;116060;116060
07.11.2018;116060;116080;116060;116080
07.11.2018;116080;116080;116060;116060
07.11.2018;116070;116080;116060;116070
07.11.2018;116060;116060;116030;116050
07.11.2018;116050;116070;116040;116040
07.11.2018;116040;116050;116020;116040
07.11.2018;116040;116090;116040;116090
07.11.2018;116070;116070;116020;116030
07.11.2018;116020;116060;116020;116060
07.11.2018;116020;116030;115940;115960
07.11.2018;115960;115990;115950;115990
07.11.2018;115980;115980;115950;115960
07.11.2018;115960;115980;115950;115970
07.11.2018;115970;115990;115940;115990
07.11.2018;115990;116010;115980;116010
07.11.2018;116000;116010;115980;116000
07.11.2018;116000;116030;116000;116030
07.11.2018;116010;116050;116000;116020
07.11.2018;116020;116030;116010;116010
07.11.2018;116030;116040;116000;116020
07.11.2018;116010;116020;115990;116010
07.11.2018;116010;116010;115990;115990
07.11.2018;116010;116030;116000;116010
07.11.2018;116030;116040;116010;116030
07.11.2018;116040;116040;116030;116040
07.11.2018;116030;116050;116020;116040
07.11.2018;116040;116060;116030;116040
07.11.2018;116050;116070;116040;116070
07.11.2018;116070;116090;116060;116070
07.11.2018;116080;116090;116050;116050
07.11.2018;116050;116130;116050;116130
07.11.2018;116120;116130;116110;116120
07.11.2018;116120;116130;116100;116120
07.11.2018;116130;116130;116090;116100
07.11.2018;116090;116120;116080;116090
07.11.2018;116080;116100;116070;116090
07.11.2018;116100;116110;116080;116080
07.11.2018;116080;116080;116060;116070
07.11.2018;116060;116070;116060;116070
07.11.2018;116080;116080;116050;116060
07.11.2018;116050;116070;116050;116060
07.11.2018;116060;116070;116020;116030
07.11.2018;116020;116040;116000;116020
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116060;116020;116030
07.11.2018;116020;116040;116020;116030
07.11.2018;116030;116040;116030;116040
07.11.2018;116040;116070;116030;116050
07.11.2018;116060;116090;116060;116070
07.11.2018;116070;116070;116060;116070
07.11.2018;116060;116080;116060;116070
07.11.2018;116080;116100;116070;116090
07.11.2018;116090;116110;116070;116070
07.11.2018;116080;116080;116060;116070
07.11.2018;116060;116070;116040;116040
07.11.2018;116050;116070;116040;116060
07.11.2018;116060;116100;116050;116090
07.11.2018;116100;116110;116090;116100
07.11.2018;116100;116160;116100;116140
07.11.2018;116140;116160;116120;116120
07.11.2018;116110;116120;116100;116110
07.11.2018;116110;116120;116110;116110
07.11.2018;116120;116140;116120;116130
07.11.2018;116130;116150;116130;116130
07.11.2018;116130;116150;116110;116120
07.11.2018;116120;116130;116110;116130
07.11.2018;116120;116140;116100;116110
07.11.2018;116100;116110;116090;116110
07.11.2018;116120;116130;116090;116090
07.11.2018;116090;116130;116090;116120
07.11.2018;116120;116190;116110;116180
07.11.2018;116160;116180;116150;116150
07.11.2018;116170;116180;116150;116150
07.11.2018;116150;116200;116150;116180
07.11.2018;116190;116390;116170;116280
07.11.2018;116280;116290;116260;116260
07.11.2018;116260;116270;116240;116250
07.11.2018;116260;116300;116220;116230
07.11.2018;116240;116270;116210;116270
07.11.2018;116270;116280;116240;116250
07.11.2018;116250;116250;116210;116230
07.11.2018;116230;116240;116220;116240
07.11.2018;116230;116250;116220;116240
07.11.2018;116230;116230;116220;116230
07.11.2018;116220;116230;116180;116200
07.11.2018;116210;116220;116180;116200
07.11.2018;116190;116190;116160;116180
07.11.2018;116180;116200;116180;116180
07.11.2018;116170;116200;116150;116170
07.11.2018;116160;116190;116160;116170
07.11.2018;116160;116170;116110;116140
07.11.2018;116130;116150;116130;116150
07.11.2018;116150;116210;116150;116210
07.11.2018;116210;116210;116180;116210
07.11.2018;116200;116210;116190;116210
07.11.2018;116190;116210;116180;116180
07.11.2018;116190;116210;116170;116210
07.11.2018;116200;116200;116190;116190
07.11.2018;116180;116180;116120;116160
07.11.2018;116160;116160;116120;116130
07.11.2018;116130;116150;116050;116060
07.11.2018;116060;116080;116060;116060
07.11.2018;116070;116080;116030;116050
07.11.2018;116040;116060;116020;116030
07.11.2018;116030;116090;116020;116090
07.11.2018;116090;116120;116070;116100
07.11.2018;116110;116110;116080;116080
07.11.2018;116080;116100;116060;116070
07.11.2018;116070;116090;116050;116090
07.11.2018;116090;116100;116060;116070
07.11.2018;116070;116070;116030;116060
07.11.2018;116070;116090;116060;116080
07.11.2018;116080;116080;116020;116020
07.11.2018;116020;116050;116020;116030
07.11.2018;116030;116040;116020;116030
07.11.2018;116040;116040;116010;116020
07.11.2018;116020;116030;116000;116010
07.11.2018;116010;116020;116000;116010
07.11.2018;116000;116010;115930;115930
07.11.2018;115930;115960;115910;115960
07.11.2018;115950;115960;115930;115940
07.11.2018;115930;115960;115930;115930
07.11.2018;115940;115940;115910;115920
07.11.2018;115920;115930;115910;115930
07.11.2018;115910;115920;115900;115920
07.11.2018;115900;115930;115900;115920
07.11.2018;115910;115910;115870;115880
07.11.2018;115890;115900;115890;115900
07.11.2018;115890;115900;115870;115880
07.11.2018;115880;116000;115870;115980
05.12.2018;113460;113540;113030;113180
05.12.2018;113200;113340;113190;113240
05.12.2018;113250;113450;113240;113370
05.12.2018;113380;113490;113360;113440
05.12.2018;113430;113640;113430;113550
05.12.2018;113560;113580;113440;113530
05.12.2018;113530;113540;113420;113480
05.12.2018;113480;113520;113460;113490
05.12.2018;113480;113570;113480;113570
05.12.2018;113570;113630;113510;113540
05.12.2018;113550;113600;113530;113580
05.12.2018;113580;113610;113560;113580
05.12.2018;113560;113580;113440;113490
05.12.2018;113490;113510;113470;113490
05.12.2018;113490;113510;113460;113500
05.12.2018;113490;113490;113410;113450
05.12.2018;113450;113510;113430;113480
05.12.2018;113480;113520;113460;113520
05.12.2018;113510;113510;113480;113490
05.12.2018;113490;113500;113420;113480
05.12.2018;113480;113520;113470;113510
05.12.2018;113500;113540;113490;113540
05.12.2018;113540;113640;113540;113630
05.12.2018;113630;113680;113580;113600
05.12.2018;113610;113720;113600;113690
05.12.2018;113700;113700;113600;113650
05.12.2018;113630;113660;113620;113650
05.12.2018;113650;113660;113620;113650
05.12.2018;113660;113670;113560;113580
05.12.2018;113580;113590;113520;113570
05.12.2018;113570;113620;113540;113570
05.12.2018;113570;113620;113570;113590
05.12.2018;113580;113600;113470;113520
05.12.2018;113520;113610;113510;113570
05.12.2018;113570;113640;113560;113640
05.12.2018;113650;113660;113580;113640
05.12.2018;113630;113680;113620;113640
05.12.2018;113650;113730;113640;113720
05.12.2018;113700;113750;113670;113720
05.12.2018;113720;113730;113680;113720
05.12.2018;113720;113720;113690;113720
05.12.2018;113710;113710;113670;113680
05.12.2018;113690;113770;113680;113770
05.12.2018;113770;113770;113700;113700
05.12.2018;113710;113720;113670;113700
05.12.2018;113690;113730;113680;113680
05.12.2018;113680;113690;113640;113660
05.12.2018;113650;113680;113640;113650
05.12.2018;113660;113690;113600;113610
05.12.2018;113620;113690;113620;113670
05.12.2018;113670;113700;113650;113690
05.12.2018;113680;113710;113670;113710
05.12.2018;113690;113750;113690;113750
05.12.2018;113750;113790;113710;113740
05.12.2018;113730;113800;113730;113780
05.12.2018;113770;113780;113700;113710
05.12.2018;113720;113780;113700;113770
05.12.2018;113760;113770;113730;113730
05.12.2018;113730;113790;113730;113740
05.12.2018;113760;113810;113720;113720
05.12.2018;113720;113740;113540;113570
05.12.2018;113560;113590;113530;113570
05.12.2018;113580;113580;113540;113570
05.12.2018;113560;113580;113510;113550
05.12.2018;113530;113550;113480;113510
05.12.2018;113510;113590;113500;113590
05.12.2018;113580;113650;113540;113650
05.12.2018;113650;113660;113570;113590
05.12.2018;113590;113660;113590;113640
05.12.2018;113640;113660;113580;113580
05.12.2018;113580;113640;113570;113610
05.12.2018;113630;113730;113630;113720
05.12.2018;113710;113730;113660;113690
05.12.2018;113690;113730;113690;113710
05.12.2018;113700;113700;113440;113450
05.12.2018;113440;113520;113400;113500
05.12.2018;113500;113520;113440;113480
05.12.2018;113470;113480;113410;113460
05.12.2018;113470;113490;113430;113430
05.12.2018;113430;113440;113340;113400
05.12.2018;113400;113490;113390;113470
05.12.2018;113470;113510;113420;113490
05.12.2018;113480;113490;113430;113480
05.12.2018;113480;113520;113470;113510
05.12.2018;113500;113510;113460;113460
05.12.2018;113450;113460;113360;113370
05.12.2018;113360;113430;113350;113400
05.12.2018;113400;113430;113360;113420
05.12.2018;113410;113460;113400;113460
05.12.2018;113460;113500;113450;113470
05.12.2018;113460;113560;113450;113540
05.12.2018;113550;113600;113510;113590
05.12.2018;113590;113790;113590;113770
05.12.2018;113760;113790;113740;113750
05.12.2018;113750;113830;113720;113800
05.12.2018;113790;113830;113750;113790
05.12.2018;113770;113790;113740;113770
05.12.2018;113760;113800;113740;113770
05.12.2018;113780;113800;113750;113800
05.12.2018;113800;113840;113790;113830
05.12.2018;113830;113830;113780;113780
05.12.2018;113790;113820;113780;113810
05.12.2018;113810;113820;113780;113800
05.12.2018;113800;113890;113800;113890
05.12.2018;113890;113900;113840;113850
05.12.2018;113860;113900;113850;113870
05.12.2018;113860;113870;113830;113860
05.12.2018;113860;113910;113860;113870
05.12.2018;113880;113910;113870;113870
05.12.2018;113870;113940;113870;113930
05.12.2018;113940;113970;113880;113880
05.12.2018;113890;113890;113850;113860
05.12.2018;113860;113900;113850;113860
05.12.2018;113870;113890;113860;113870
05.12.2018;113880;113890;113800;113830
05.12.2018;113840;113900;113840;113870
05.12.2018;113860;113920;113860;113900
05.12.2018;113890;113970;113890;113930
05.12.2018;113940;113970;113930;113950
05.12.2018;113950;113970;113890;113910
05.12.2018;113920;114020;113910;114000
05.12.2018;114010;114030;113890;113970
05.12.2018;113970;114020;113910;113940
05.12.2018;113950;114000;113940;113990
05.12.2018;113980;114020;113960;113970
05.12.2018;113980;113990;113950;113990
05.12.2018;113980;113990;113940;113980
05.12.2018;113980;113990;113940;113980
05.12.2018;113980;114020;113960;113990
05.12.2018;113990;114000;113940;113960
05.12.2018;113960;113980;113940;113980
05.12.2018;113980;114000;113950;113980
05.12.2018;113970;113980;113900;113900
05.12.2018;113910;113940;113890;113890
05.12.2018;113890;113920;113870;113870
05.12.2018;113880;113920;113860;113910
05.12.2018;113910;113910;113860;113860
05.12.2018;113860;113890;113850;113870
05.12.2018;113880;113910;113870;113900
05.12.2018;113900;113920;113850;113850
05.12.2018;113860;113900;113810;113880
05.12.2018;113870;113890;113840;113840
05.12.2018;113850;113890;113830;113880
05.12.2018;113880;113910;113860;113860
05.12.2018;113860;113870;113820;113840
05.12.2018;113850;113890;113850;113860
05.12.2018;113860;113880;113820;113850
05.12.2018;113850;113860;113820;113830
05.12.2018;113830;113840;113780;113810
05.12.2018;113810;113870;113810;113860
05.12.2018;113850;113900;113850;113900
05.12.2018;113900;113940;113880;113910
05.12.2018;113920;113930;113870;113900
05.12.2018;113920;113940;113880;113890
05.12.2018;113900;113930;113900;113920
05.12.2018;113920;113980;113910;113960
05.12.2018;113970;113990;113960;113980
05.12.2018;113990;113990;113950;113980
05.12.2018;113980;114000;113940;113940
05.12.2018;113940;113950;113890;113920
05.12.2018;113920;113970;113910;113970
05.12.2018;113980;114000;113920;113930
05.12.2018;113920;114000;113920;113990
05.12.2018;114000;114000;113970;113980
05.12.2018;114000;114000;113950;113990
05.12.2018;113990;114020;113920;113950
05.12.2018;113960;113990;113930;113950
05.12.2018;113950;113960;113940;113940
05.12.2018;113950;113970;113930;113970
05.12.2018;113980;113990;113940;113950
05.12.2018;113960;113960;113920;113920
05.12.2018;113930;113960;113920;113960
05.12.2018;113950;114040;113950;114010
05.12.2018;114020;114020;113950;113970
05.12.2018;113960;114020;113960;113960
05.12.2018;113950;113990;113910;113920
05.12.2018;113930;113940;113900;113920
05.12.2018;113930;113990;113930;113980
05.12.2018;113990;114010;113960;113990
05.12.2018;113990;114000;113950;113970
05.12.2018;113970;114080;113960;114050
05.12.2018;114050;114130;114010;114070
05.12.2018;114070;114110;114060;114090
05.12.2018;114100;114120;114060;114060
05.12.2018;114060;114090;114060;114080
05.12.2018;114080;114100;114070;114080
05.12.2018;114090;114120;114070;114100
05.12.2018;114110;114120;114080;114090
05.12.2018;114090;114170;114090;114140
05.12.2018;114150;114170;114110;114130
05.12.2018;114140;114170;114130;114160
05.12.2018;114160;114160;114130;114130
05.12.2018;114130;114160;114120;114140
05.12.2018;114140;114150;114120;114130
05.12.2018;114130;114190;114130;114190
05.12.2018;114180;114250;114170;114210
05.12.2018;114200;114220;114180;114180
05.12.2018;114170;114220;114160;114160
05.12.2018;114170;114170;114080;114100
05.12.2018;114110;114120;114090;114100
05.12.2018;114100;114130;114080;114120
05.12.2018;114110;114160;114100;114130
05.12.2018;114140;114140;114110;114130
05.12.2018;114110;114140;114110;114120
05.12.2018;114120;114130;114100;114100
05.12.2018;114110;114200;114100;114190
05.12.2018;114180;114200;114160;114170
05.12.2018;114150;114170;114120;114140
05.12.2018;114140;114180;114130;114130
05.12.2018;114140;114180;114130;114130
05.12.2018;114130;114150;114120;114140
05.12.2018;114140;114140;114110;114110
05.12.2018;114110;114130;114090;114120
05.12.2018;114110;114130;114090;114090
05.12.2018;114090;114110;114080;114090
05.12.2018;114100;114110;114080;114090
05.12.2018;114090;114110;114070;114100
05.12.2018;114100;114130;114070;114120
05.12.2018;114110;114130;114090;114100
05.12.2018;114100;114120;114090;114120
05.12.2018;114110;114190;114110;114180
05.12.2018;114180;114190;114140;114160
05.12.2018;114170;114180;114140;114180
05.12.2018;114180;114190;114160;114180
05.12.2018;114190;114320;114180;114240
05.12.2018;114230;114250;114220;114240
05.12.2018;114230;114280;114230;114260
05.12.2018;114250;114260;114200;114220
05.12.2018;114230;114250;114200;114240
05.12.2018;114240;114260;114200;114220
05.12.2018;114220;114240;114180;114200
05.12.2018;114200;114220;114170;114190
05.12.2018;114180;114200;114170;114200
05.12.2018;114200;114210;114180;114190
05.12.2018;114190;114190;114170;114170
05.12.2018;114170;114220;114170;114220
05.12.2018;114210;114250;114200;114220
05.12.2018;114230;114260;114220;114220
05.12.2018;114230;114240;114210;114220
05.12.2018;114220;114230;114190;114230
05.12.2018;114230;114280;114230;114230
05.12.2018;114220;114250;114180;114180
05.12.2018;114180;114190;114130;114150
05.12.2018;114150;114230;114150;114200
05.12.2018;114190;114260;114190;114250
05.12.2018;114250;114310;114240;114280
05.12.2018;114290;114310;114270;114290
05.12.2018;114280;114300;114260;114270
05.12.2018;114280;114300;114250;114250
05.12.2018;114250;114300;114250;114290
05.12.2018;114290;114300;114230;114270
05.12.2018;114260;114260;114170;114190
05.12.2018;114190;114220;114170;114180
05.12.2018;114190;114190;114160;114190
05.12.2018;114190;114190;114150;114170
05.12.2018;114170;114200;114170;114190
05.12.2018;114170;114220;114170;114190
05.12.2018;114180;114220;114160;114190
05.12.2018;114190;114210;114160;114160
05.12.2018;114170;114180;114150;114180
05.12.2018;114170;114210;114160;114180
05.12.2018;114180;114180;114160;114170
05.12.2018;114180;114190;114170;114170
05.12.2018;114180;114200;114170;114200
05.12.2018;114190;114200;114160;114180
05.12.2018;114170;114180;114130;114140
05.12.2018;114140;114180;114130;114180
05.12.2018;114180;114190;114170;114190
05.12.2018;114190;114220;114170;114180
05.12.2018;114170;114200;114160;114200
05.12.2018;114200;114210;114170;114190
05.12.2018;114180;114230;114180;114200
05.12.2018;114200;114230;114200;114210
05.12.2018;114210;114260;114200;114240
05.12.2018;114250;114290;114240;114270
05.12.2018;114270;114290;114270;114280
05.12.2018;114270;114280;114250;114280
05.12.2018;114280;114310;114270;114280
05.12.2018;114280;114300;114260;114290
05.12.2018;114290;114290;114260;114270
05.12.2018;114270;114280;114240;114250
05.12.2018;114250;114260;114240;114250
05.12.2018;114240;114240;114200;114230
05.12.2018;114240;114240;114220;114220
05.12.2018;114220;114220;114170;114170
05.12.2018;114190;114230;114180;114220
05.12.2018;114220;114230;114200;114210
05.12.2018;114210;114220;114170;114190
05.12.2018;114180;114200;114130;114160
05.12.2018;114160;114170;114110;114150
05.12.2018;114140;114200;114140;114200
05.12.2018;114180;114200;114180;114200
05.12.2018;114190;114200;114180;114200
05.12.2018;114190;114220;114180;114210
05.12.2018;114220;114270;114210;114250
05.12.2018;114260;114270;114220;114240
05.12.2018;114250;114270;114230;114270
05.12.2018;114260;114300;114260;114290
05.12.2018;114290;114410;114260;114360
05.12.2018;114360;114400;114340;114380
05.12.2018;114380;114470;114370;114420
05.12.2018;114430;114430;114380;114390
05.12.2018;114390;114400;114370;114390
05.12.2018;114390;114400;114380;114400
05.12.2018;114380;114400;114370;114370
05.12.2018;114380;114400;114370;114390
05.12.2018;114390;114540;114390;114470
05.12.2018;114480;114500;114440;114460
05.12.2018;114470;114490;114450;114460
05.12.2018;114460;114470;114360;114380
05.12.2018;114370;114410;114360;114380
05.12.2018;114380;114410;114370;114380
05.12.2018;114370;114400;114360;114370
05.12.2018;114380;114380;114330;114360
05.12.2018;114360;114360;114330;114350
05.12.2018;114340;114370;114310;114330
05.12.2018;114340;114420;114340;114420
05.12.2018;114410;114440;114400;114410
05.12.2018;114410;114410;114370;114380
05.12.2018;114380;114410;114350;114410
05.12.2018;114400;114420;114370;114390
05.12.2018;114380;114410;114370;114410
05.12.2018;114410;114430;114360;114390
05.12.2018;114390;114400;114360;114390
05.12.2018;114390;114390;114370;114390
05.12.2018;114380;114430;114380;114400
05.12.2018;114400;114410;114380;114390
05.12.2018;114390;114420;114360;114380
05.12.2018;114370;114440;114370;114390
05.12.2018;114390;114410;114380;114400
05.12.2018;114400;114430;114380;114420
05.12.2018;114420;114450;114400;114440
05.12.2018;114440;114500;114430;114460
05.12.2018;114460;114490;114440;114490
05.12.2018;114480;114520;114460;114520
05.12.2018;114510;114520;114470;114500
05.12.2018;114500;114510;114480;114480
05.12.2018;114480;114580;114480;114550
05.12.2018;114550;114570;114530;114530
05.12.2018;114530;114560;114510;114510
05.12.2018;114520;114550;114500;114510
05.12.2018;114500;114560;114500;114530
05.12.2018;114520;114540;114490;114500
05.12.2018;114510;114550;114500;114530
05.12.2018;114540;114560;114530;114530
05.12.2018;114530;114530;114510;114510
05.12.2018;114520;114520;114490;114500
05.12.2018;114500;114520;114490;114500
05.12.2018;114500;114520;114490;114510
05.12.2018;114520;114520;114500;114500
05.12.2018;114500;114530;114500;114510
05.12.2018;114510;114530;114510;114530
05.12.2018;114530;114550;114510;114520
05.12.2018;114510;114530;114500;114520
